x,y,z
0.0,0.0,0.0
2.0398,-0.05644,0.5248
4.15839999999999,-0.12552,1.09839999999999
6.3546000000000005,-0.20688,1.7196
8.6272,-0.30016,2.3872
10.975,-0.40499999999999997,3.1
13.3968,-0.52104,3.8568
15.8914,-0.64792,4.6564000000000005
18.4576,-0.78528,5.497599999999999
21.0942,-0.93276,6.3792
23.799999999999997,-1.09,7.3
26.5738,-1.25664,8.258799999999999
29.41439999999999,-1.43232,9.2544
32.3206,-1.61668,10.2856
35.2912,-1.80936,11.3512
38.324999999999996,-2.01,12.44999999999999
41.4208,-2.21824,13.580800000000002
44.5774,-2.43372,14.7424
47.79359999999999,-2.65607999999999,15.93359999999999
51.0682,-2.88496,17.1532
54.400000000000006,-3.1199999999999997,18.4
57.78779999999999,-3.3608399999999996,19.6728
61.230399999999996,-3.6071199999999997,20.97039999999999
64.7266,-3.85848,22.2916
68.2752,-4.11456,23.6352
71.875,-4.375,25.0
75.5248,-4.6394400000000005,26.384800000000002
79.22340000000001,-4.90752,27.788400000000003
82.96960000000001,-5.17888,29.20960000000001
86.76219999999999,-5.45316,30.64719999999999
90.60000000000001,-5.7299999999999995,32.1
94.4818,-6.009040000000001,33.56679999999999
98.4064,-6.28992,35.0464
102.37259999999999,-6.57228,36.5376
106.37920000000001,-6.85576,38.0392
110.425,-7.139999999999989,39.54999999999999
114.50880000000001,-7.42463999999999,41.0688
118.62939999999999,-7.70932,42.5944
122.7856,-7.99368,44.12559999999999
126.9762,-8.27736,45.6612
131.20000000000002,-8.559999999999999,47.20000000000001
135.45579999999998,-8.84124,48.74079999999999
139.7424,-9.12071999999999,50.282399999999996
144.05859999999998,-9.398079999999991,51.82359999999999
148.40319999999997,-9.67296,53.3632
152.775,-9.945,54.900000000000006
157.1728,-10.213840000000001,56.43279999999999
161.59539999999998,-10.479119999999991,57.96039999999999
166.0416,-10.74048,59.4816
170.5102,-10.99755999999999,60.9952
175.0,-11.249999999999991,62.5
179.5098,-11.497439999999989,63.9948
184.0384,-11.73952,65.47840000000001
188.5846,-11.97588,66.9496
193.14720000000003,-12.20615999999999,68.4072
197.72500000000005,-12.43,69.85
202.31680000000006,-12.64703999999999,71.2768
206.9214,-12.856919999999999,72.68639999999999
211.5376,-13.059280000000001,74.0776
216.1642,-13.25376,75.44919999999999
220.8,-13.44,76.8
225.44380000000004,-13.617639999999989,78.1288
230.09440000000004,-13.78632,79.43440000000001
234.75060000000002,-13.94567999999999,80.7156
