x,y,z
-300.0,-50.0,0.0
-296.4155,-50.002475000000004,-0.5248
-292.664,-50.009800000000006,-1.09839999999999
-288.74850000000004,-50.021825,-1.7196
-284.67199999999997,-50.038399999999996,-2.3872
-280.4375,-50.059374999999996,-3.1
-276.048,-50.0846,-3.8568
-271.5065,-50.113925,-4.6564000000000005
-266.8159999999999,-50.147200000000005,-5.497599999999999
-261.97950000000003,-50.184275,-6.3792
-257.0,-50.224999999999994,-7.3
-251.88049999999998,-50.269225000000006,-8.258799999999999
-246.62400000000005,-50.31680000000001,-9.2544
-241.23350000000002,-50.36757500000001,-10.2856
-235.71200000000002,-50.421400000000006,-11.3512
-230.0625,-50.478125,-12.44999999999999
-224.288,-50.53759999999999,-13.580800000000002
-218.39149999999998,-50.599675,-14.7424
-212.37600000000003,-50.6642,-15.93359999999999
-206.24450000000002,-50.731024999999995,-17.1532
-200.0,-50.8,-18.4
-193.64550000000006,-50.870974999999994,-19.6728
-187.184,-50.943799999999996,-20.97039999999999
-180.61849999999998,-51.01832500000001,-22.2916
-173.95200000000003,-51.09439999999999,-23.6352
-167.1875,-51.171875,-25.0
-160.32799999999995,-51.2506,-26.384800000000002
-153.37649999999996,-51.330425000000005,-27.788400000000003
-146.336,-51.411199999999994,-29.20960000000001
-139.20950000000002,-51.492775,-30.64719999999999
-132.0,-51.574999999999996,-32.1
-124.7105,-51.657725,-33.56679999999999
-117.34399999999998,-51.7408,-35.0464
-109.9035,-51.824075,-36.5376
-102.39199999999995,-51.9074,-38.0392
-94.81250000000004,-51.990625,-39.54999999999999
-87.168,-52.0736,-41.0688
-79.46150000000002,-52.15617499999999,-42.5944
-71.696,-52.2382,-44.12559999999999
-63.87449999999999,-52.319525,-45.6612
-55.99999999999996,-52.400000000000006,-47.20000000000001
-48.07550000000004,-52.479475,-48.74079999999999
-40.10400000000001,-52.5578,-50.282399999999996
-32.08850000000003,-52.634825,-51.82359999999999
-24.03199999999999,-52.7104,-53.3632
-15.937499999999991,-52.784375000000004,-54.900000000000006
-7.80799999999999,-52.8566,-56.43279999999999
0.35349999999999004,-52.926925000000004,-57.96039999999999
8.54399999999999,-52.9952,-59.4816
16.76049999999997,-53.061274999999995,-60.9952
25.0,-53.125,-62.5
33.25949999999997,-53.186225,-63.9948
41.53600000000004,-53.244800000000005,-65.47840000000001
49.82650000000002,-53.300574999999995,-66.9496
58.128000000000014,-53.35339999999999,-68.4072
66.43750000000004,-53.40312500000001,-69.85
74.75200000000004,-53.4496,-71.2768
83.06849999999997,-53.492675,-72.68639999999999
91.384,-53.532199999999996,-74.0776
99.69549999999995,-53.568025,-75.44919999999999
108.00000000000003,-53.6,-76.8
116.29449999999997,-53.627975000000006,-78.1288
124.57600000000002,-53.651799999999994,-79.43440000000001
132.84150000000005,-53.671325,-80.7156
141.088,-53.6864,-81.9712
149.31250000000006,-53.696875,-83.2
