x,y,z
30.0,4.33,-4.33
29.994982512500002,4.33000432567,-4.33
29.9899301,4.33001728536,-4.33
29.9848428375,4.3300388530900005,-4.33
29.9797208,4.33006900288,-4.33
29.9745640625,4.33010770875,-4.33
29.969372699999997,4.33015494472,-4.33
29.964146787500002,4.33021068481,-4.33
29.9588864,4.33027490304,-4.33
29.9535916125,4.33034757343,-4.33
29.9482625,4.33042867,-4.33
29.9428991375,4.33051816677,-4.33
29.9375016,4.3306160377600005,-4.33
29.932069962499998,4.33072225699,-4.33
29.926604299999997,4.33083679848,-4.33
29.9211046875,4.330959636249999,-4.33
29.915571200000002,4.33109074432,-4.33
29.9100039125,4.331230096710001,-4.33
29.9044029,4.33137766744,-4.33
29.8987682375,4.33153343053,-4.33
29.893099999999997,4.33169736,-4.33
29.8873982625,4.33186942987,-4.33
29.8816631,4.33204961416,-4.33
29.8758945875,4.332237886890001,-4.33
29.870092800000002,4.33243422208,-4.33
29.8642578125,4.3326385937500005,-4.33
29.8583897,4.3328509759200005,-4.33
29.852488537499998,4.33307134261,-4.33
29.8465544,4.33329966784,-4.33
29.8405873625,4.333535925630001,-4.33
29.8345875,4.33378009,-4.33
29.8285548875,4.33403213497,-4.33
29.8224896,4.334292034560001,-4.33
29.816391712500003,4.3345597627900005,-4.33
29.810261299999997,4.33483529368,-4.33
29.8040984375,4.3351186012500005,-4.33
29.7979032,4.335409659520001,-4.33
29.7916756625,4.33570844251,-4.33
29.7854159,4.336014924240001,-4.33
29.7791239875,4.33632907873,-4.33
29.772800000000004,4.3366508800000005,-4.33
29.7664440125,4.336980302070001,-4.33
29.7600561,4.33731731896,-4.33
29.7536363375,4.33766190469,-4.33
29.747184800000003,4.33801403328,-4.33
29.740701562499996,4.33837367875,-4.33
29.7341867,4.33874081512,-4.33
29.7276402875,4.339115416409999,-4.33
29.7210624,4.33949745664,-4.33
29.7144531125,4.33988690983,-4.33
29.7078125,4.340283749999999,-4.33
29.701140637500004,4.3406879511700005,-4.33
29.6944376,4.34109948736,-4.33
29.6877034625,4.341518332590001,-4.33
29.6809383,4.34194446088,-4.33
29.674142187500003,4.34237784625,-4.33
29.667315199999997,4.3428184627199995,-4.33
29.6604574125,4.34326628431,-4.33
29.653568900000003,4.34372128504,-4.33
29.6466497375,4.34418343893,-4.33
29.6397,4.34465272,-4.33
29.632719762500003,4.3451291022700005,-4.33
29.6257091,4.34561255976,-4.33
29.6186680875,4.34610306649,-4.33
29.611596799999997,4.34660059648,-4.33
29.604495312500003,4.3471051237500005,-4.33
29.597363700000002,4.34761662232,-4.33
29.5902020375,4.34813506621,-4.33
29.583010400000003,4.34866042944,-4.33
29.5757888625,4.34919268603,-4.33
29.568537499999998,4.34973181,-4.33
29.561256387500002,4.35027777537,-4.33
29.5539456,4.35083055616,-4.33
29.5466052125,4.35139012639,-4.33
29.539235299999998,4.35195646008,-4.33
29.531835937500002,4.35252953125,-4.33
29.524407200000002,4.35310931392,-4.33
29.516949162499998,4.35369578211,-4.33
29.509461899999998,4.35428890984,-4.33
29.501945487500002,4.35488867113,-4.33
29.494400000000002,4.35549504,-4.33
29.486825512499998,4.35610799047,-4.33
29.4792221,4.35672749656,-4.33
29.4715898375,4.35735353229,-4.33
29.463928799999998,4.35798607168,-4.33
29.456239062499996,4.358625088749999,-4.33
29.4485207,4.35927055752,-4.33
29.4407737875,4.35992245201,-4.33
29.4329984,4.36058074624,-4.33
29.4251946125,4.36124541423,-4.33
29.417362500000003,4.36191643,-4.33
29.409502137500002,4.36259376757,-4.33
29.4016136,4.3632774009599995,-4.33
29.3936969625,4.36396730419,-4.33
29.3857523,4.36466345128,-4.33
29.3777796875,4.365365816250001,-4.33
29.369779199999996,4.36607437312,-4.33
29.3617509125,4.36678909591,-4.33
29.3536949,4.36750995864,-4.33
29.3456112375,4.368236935330001,-4.33
29.3375,4.36897,-4.33
29.3293612625,4.36970912667,-4.33
29.3211951,4.3704542893600005,-4.33
29.313001587499997,4.37120546209,-4.33
29.3047808,4.3719626188800005,-4.33
